process_name,avg_wait_time,avg_turnaround_time,context_switches
P474,93504.52742616033,93556.48734177215,477
P475,93852.80210526315,93904.85684210526,475
P476,94203.57142857143,94255.5924369748,477
P477,94556.5786163522,94608.62683438155,478
P478,94911.74476987448,94963.72175732217,478
P479,95269.1962421712,95321.10229645095,479
P480,95629.13541666667,95681.02083333333,481
P481,95991.09355509355,96042.8814968815,486
P482,96344.6804979253,96396.37966804979,492
P483,96675.7536231884,96727.47826086957,483
P484,97009.04338842975,97060.79545454546,484
P485,97344.65773195877,97396.5030927835,485
P486,97682.76543209876,97734.62757201646,487
P487,98022.66735112936,98074.5112936345,490
P488,98363.60655737705,98415.45491803279,489
P489,98706.17382413088,98758.0163599182,490
P490,99050.4857142857,99102.35102040817,490
P491,99396.91853360488,99448.7983706721,492
P492,99744.91666666667,99796.88211382114,492
P493,100095.00405679514,100147.01825557809,494
P494,100446.52429149798,100498.46153846153,494
P495,100799.8707070707,100851.78181818181,497
P496,101153.91935483871,101205.84072580645,498
P497,101507.99396378269,101559.98591549296,497
P498,101864.36746987952,101916.3313253012,498
P499,102222.51903807615,102274.57715430862,499
P500,102583.306,102635.416,501
P501,102946.13173652695,102998.2375249501,503
P502,103310.63944223107,103362.7250996016,504
P503,103676.50099403578,103728.57654075547,504
P504,104041.64285714286,104093.76190476191,504
P505,104409.39603960396,104461.56831683169,505
P506,104779.22924901186,104831.3023715415,506
P507,105151.65285996055,105203.77120315582,508
P508,105525.87795275591,105578.05708661418,508
P509,105902.76817288801,105954.96463654224,512
P510,106279.2156862745,106331.33529411764,514
P511,106654.68688845402,106706.73385518591,523
P512,106998.591796875,107050.552734375,526
P513,107306.1559454191,107358.13450292397,513
P514,107615.62840466926,107667.58754863813,516
P515,107926.47961165049,107978.51067961165,515
P516,108238.81782945736,108290.75581395348,516
P517,108552.87234042553,108604.83945841393,518
P518,108868.47876447876,108920.38030888031,518
P519,109186.18882466281,109238.08285163777,520
P520,109505.75961538461,109557.59807692308,523
P521,109823.25719769673,109875.04606525911,526
P522,110132.41187739464,110184.24329501916,522
P523,110443.6481835564,110495.4933078394,524
P524,110756.89694656488,110808.79961832061,524
P525,111072.31238095238,111124.22476190476,526
P526,111389.53992395438,111441.47908745248,526
P527,111709.02466793169,111761.01138519924,527
P528,112030.76515151515,112082.72537878787,529
P529,112354.24574669187,112406.27788279773,529
P530,112680.20188679245,112732.3,531
P531,113007.48399246704,113059.59510357815,533
P532,113336.07894736843,113388.21804511278,534
P533,113665.35459662288,113717.56285178236,533
P534,113997.11048689138,114049.34269662922,535
P535,114330.5644859813,114382.72523364486,537
P536,114664.98507462686,114717.1828358209,536
P537,115001.51396648044,115053.67783985102,538
P538,115340.02044609665,115392.26208178439,538
P539,115680.52319109462,115732.70871985158,540
P540,116022.9037037037,116075.02777777778,540
P541,116367.63401109057,116419.78188539742,542
P542,116714.19741697417,116766.41328413284,542
P543,117062.84714548803,117114.9797421731,544
P544,117412.45404411765,117464.52022058824,545
P545,117763.71743119266,117815.72293577982,546
P546,118115.63553113553,118167.54945054946,547
P547,118468.37842778793,118520.21023765997,548
P548,118821.950729927,118873.79744525548,549
P549,119177.33515482696,119229.17850637523,550
P550,119534.54727272727,119586.34727272727,554
P551,119886.93466424683,119938.81306715064,551
P552,120241.30253623189,120293.13768115942,552
P553,120597.82278481012,120649.60940325497,553
P554,120956.39530685921,121008.25812274369,555
P555,121316.0954954955,121367.9963963964,556
P556,121677.67625899281,121729.66366906474,556
P557,122041.25493716338,122093.15978456015,557
P558,122406.82795698925,122458.68637992832,559
P559,122774.01788908766,122825.89982110912,560
P560,123143.02321428571,123194.95714285714,560
P561,123514.0320855615,123565.98752228163,562
P562,123886.756227758,123938.70996441282,564
P563,124260.47424511546,124312.34103019538,567
P564,124630.48581560283,124682.30673758865,567
P565,124996.26725663716,125048.03008849558,579
P566,125337.97526501767,125389.67491166078,613
P567,125593.91710758378,125645.53262786596,631
P568,125784.5809859155,125836.11091549296,603
P569,125947.08260105448,125998.52724077328,611
P570,126081.6456140351,126133.16842105263,588
P571,126204.43257443083,126255.88091068302,571
P572,126328.23426573427,126379.73076923077,573
P573,126453.09773123909,126504.57940663176,574
P574,126578.81707317074,126630.33797909408,574
P575,126705.65739130435,126757.12869565218,575
P576,126833.72569444444,126885.23958333333,576
P577,126963.04159445407,127014.5979202773,577
P578,127093.79757785467,127145.42733564014,578
P579,127225.87910189983,127277.46113989638,581
P580,127358.32931034482,127409.85344827586,581
P581,127491.75559380378,127543.26333907057,582
P582,127626.35567010309,127677.86941580757,583
P583,127762.05831903945,127813.6500857633,583
P584,127898.88698630137,127950.39383561644,584
P585,128037.02735042735,128088.49743589743,585
P586,128176.67747440274,128228.10068259385,587
P587,128317.36115843272,128368.82793867121,588
P588,128459.23469387754,128510.75170068027,588
P589,128602.70288624788,128654.24617996604,591
P590,128746.78305084746,128798.32372881356,591
P591,128891.88494077834,128943.45177664974,591
P592,129038.55912162163,129090.17567567568,592
P593,129186.85328836425,129238.45193929174,595
