process_name,avg_wait_time,avg_turnaround_time,context_switches
P292,1495802.4452054794,1496171.7739726028,292
P293,1511169.5904436861,1511540.1945392492,293
P294,1526765.5068027212,1527137.3843537415,295
P295,1542219.6169491524,1542592.7728813558,295
P296,1557956.9966216215,1558331.435810811,296
P297,1573840.0606060605,1574215.7878787878,297
P298,1589842.3255033556,1590219.3422818792,298
P299,1606234.7826086956,1606613.0869565217,300
P300,1622378.9133333333,1622758.51,300
P301,1638752.8770764119,1639133.7641196013,301
P302,1655433.986754967,1655816.165562914,303
P303,1671916.4290429044,1672299.897689769,303
P304,1688662.144736842,1689046.8980263157,304
P305,1705736.3475409837,1706122.3803278687,305
P306,1722740.931372549,1723128.2418300654,306
P307,1740082.348534202,1740470.9315960912,307
P308,1757766.6655844157,1758156.5194805195,310
P309,1774899.0194174757,1775290.139158576,309
P310,1792359.9419354838,1792752.322580645,310
P311,1810076.5337620578,1810470.1736334406,312
P312,1827553.6442307692,1827948.548076923,312
P313,1845449.2779552715,1845845.4408945688,314
P314,1863186.6305732485,1863584.0573248407,314
P315,1881065.6253968254,1881464.3206349206,315
P316,1899231.6044303798,1899631.5664556962,317
P317,1917360.1608832807,1917761.3911671925,317
P318,1935577.1666666667,1935979.6635220125,318
P319,1954080.6990595611,1954484.4670846395,320
P320,1972621.1,1973026.1375,322
P321,1990670.3894080997,1991076.6978193147,321
P322,2008990.1552795032,2009397.7298136647,322
P323,2027590.5170278638,2027999.362229102,323
P324,2046264.913580247,2046675.024691358,324
P325,2065263.8307692308,2065675.203076923,327
P326,2083950.9417177914,2084363.5705521472,326
P327,2102681.7981651374,2103095.6880733944,327
P328,2121771.3658536584,2122186.5152439023,329
P329,2140747.5562310033,2141163.9696048633,330
P330,2159593.9484848483,2160011.621212121,330
P331,2178757.504531722,2179176.4350453173,331
P332,2198071.6054216865,2198491.7891566264,332
P333,2217570.4594594594,2217991.8948948947,333
P334,2237318.224550898,2237740.916167665,334
P335,2257284.423880597,2257708.376119403,335
P336,2277354.782738095,2277780.0,336
P337,2297848.961424332,2298275.4480712167,338
P338,2318165.24260355,2318593.00295858,338
P339,2338597.9852507375,2339027.0206489675,339
P340,2359410.794117647,2359841.1,340
P341,2380426.348973607,2380857.9208211144,343
P342,2400993.9210526315,2401426.763157895,342
P343,2421841.279883382,2422275.393586006,343
P344,2442975.543604651,2443410.9244186045,344
P345,2464173.776811594,2464610.4231884056,345
P346,2485667.4624277456,2486105.3786127167,346
P347,2507474.0201729108,2507913.21037464,348
P348,2529042.7729885057,2529483.2413793104,348
P349,2550987.616045845,2551429.3667621776,349
P350,2573121.7514285715,2573564.7885714285,350
P351,2595346.5982905985,2595790.9173789173,351
P352,2617925.6931818184,2618371.2982954546,352
P353,2640791.3767705383,2641238.266288952,355
P354,2663147.2881355933,2663595.4576271186,354
P355,2685914.1690140846,2686363.61971831,355
P356,2708829.952247191,2709280.688202247,356
P357,2731883.2661064425,2732335.2913165265,357
P358,2755397.9357541897,2755851.2458100556,359
P359,2778761.4986072425,2779216.08913649,360
P360,2801866.436111111,2802322.311111111,360
P361,2825534.3351800554,2825991.490304709,363
P362,2848832.607734807,2849291.046961326,362
P363,2872163.8209366393,2872623.5426997244,363
P364,2895807.9532967033,2896268.958791209,364
P365,2919961.2164383563,2920423.506849315,369
P366,2942874.0519125685,2943337.62295082,366
P367,2966127.89373297,2966592.741144414,368
P368,2989330.842391304,2989796.970108696,369
P369,3012440.4444444445,3012907.8563685636,370
P370,3035562.7837837837,3036031.481081081,370
P371,3058943.1617250675,3059413.1482479787,371
P372,3082454.3172043012,3082925.5887096776,372
P373,3106258.847184987,3106731.402144772,373
P374,3130388.104278075,3130861.943850267,375
P375,3154311.453333333,3154786.581333333,376
P376,3178333.7313829786,3178810.151595745,377
P377,3202311.225464191,3202788.9389920426,380
P378,3225486.3994708993,3225965.402116402,378
P379,3249057.419525066,3249537.709762533,380
P380,3272567.692105263,3273049.2684210525,380
P381,3296183.62992126,3296666.4934383202,381
P382,3320173.384816754,3320657.5340314135,383
P383,3344156.72845953,3344642.1671018275,384
P384,3367960.3177083335,3368447.0442708335,384
P385,3392090.8597402596,3392578.8701298703,386
P386,3416146.89119171,3416636.1865284974,386
P387,3440394.2377260984,3440884.8139534886,387
P388,3464927.8969072164,3465419.7577319588,388
P389,3489737.5218509,3490230.670951157,389
P390,3514725.3615384614,3515219.794871795,390
P391,3540004.3401534525,3540500.061381074,391
P392,3565559.022959184,3566056.035714286,392
P393,3591289.9592875317,3591788.264631043,393
P394,3617269.7944162437,3617769.393401015,394
P395,3643613.3924050634,3644114.281012658,395
P396,3670108.5883838385,3670610.77020202,396
P397,3696865.3022670024,3697368.7783375313,397
P398,3723927.5904522613,3724432.3592964825,398
P399,3751200.4010025063,3751706.4636591477,399
P400,3778794.225,3779301.58,401
P401,3806320.72319202,3806829.3715710724,401
P402,3834021.8656716417,3834531.8084577112,402
P403,3862062.503722084,3862573.7394540943,403
P404,3890380.324257426,3890892.8564356435,404
P405,3918862.3950617285,3919376.2197530866,405
P406,3947686.5024630544,3948201.618226601,406
P407,3976803.57002457,3977319.9754299754,407
P408,4006109.9803921566,4006627.6715686275,408
P409,4035661.1124694375,4036180.08801956,409
P410,4065583.580487805,4066103.8365853657,410
P411,4095699.00973236,4096220.5498783453,412
P412,4125671.5072815535,4126194.334951456,412
P413,4156048.13559322,4156572.2518159808,413
P414,4186638.862318841,4187164.263285024,414
P415,4217337.522891566,4217864.209638555,415
P416,4248543.247596154,4249071.21875,417
P417,4279612.206235012,4280141.465227818,418
P418,4310483.892344497,4311014.440191387,418
P419,4341781.1909307875,4342313.028639618,419
P420,4373265.616666666,4373798.7452380955,421
P421,4404707.935866984,4405242.351543943,422
P422,4436208.383886256,4436744.090047393,423
P423,4467393.661938534,4467930.659574468,423
P424,4499035.471698113,4499573.757075472,424
P425,4530979.8,4531519.369411765,425
P426,4563051.612676056,4563592.464788732,426
P427,4595556.7096018735,4596098.843091335,429
P428,4627434.303738317,4627977.714953271,428
P429,4659696.17016317,4660240.857808858,429
P430,4692301.055813953,4692847.0209302325,431
P431,4724565.146171694,4725112.387470998,431
P432,4757318.696759259,4757867.212962963,432
P433,4790366.270207852,4790916.060046189,433
P434,4823459.831797235,4824010.894009217,434
P435,4857037.3149425285,4857589.652873564,435
P436,4890957.422018348,4891511.032110091,438
P437,4924181.42791762,4924736.313501144,437
P438,4957984.99543379,4958541.155251142,438
P439,4991917.945330296,4992475.380410023,439
P440,5026059.502272727,5026618.211363636,440
P441,5060803.965986394,5061363.947845805,441
P442,5095676.690045249,5096237.947963801,443
P443,5130446.2844243795,5131008.821670429,444
P444,5165349.463963964,5165913.281531531,446
P445,5199553.435955056,5200118.5325842695,445
P446,5234177.2309417045,5234743.607623318,446
P447,5269107.152125279,5269674.812080537,447
P448,5304175.118303572,5304744.058035715,449
P449,5339308.115812917,5339878.334075724,449
P450,5374801.124444445,5375372.617777778,452
P451,5409631.549889135,5410204.319290466,451
P452,5444961.553097345,5445535.595132743,453
P453,5480070.465783664,5480645.777041943,453
P454,5515393.303964757,5515969.881057269,454
P455,5551261.314285714,5551839.153846154,455
P456,5587293.175438597,5587872.27631579,457
P457,5623135.463894967,5623715.829321663,457
P458,5659438.707423581,5660020.338427948,460
P459,5695252.265795207,5695835.163398692,459
P460,5731321.526086956,5731905.6913043475,460
P461,5767724.273318872,5768309.704989154,461
P462,5804422.303030303,5805009.004329004,463
P463,5841115.248380129,5841703.222462203,466
P464,5876891.476293104,5877480.726293104,465
P465,5912655.055913978,5913245.578494623,466
P466,5948551.965665236,5949143.763948498,469
P467,5983375.490364025,5983968.561027837,467
P468,6018483.491452991,6019077.831196581,468
P469,6053940.153518124,6054535.765458422,469
P470,6089713.25319149,6090310.140425532,471
P471,6125429.360934183,6126027.524416136,472
P472,6160987.370762712,6161586.811440678,472
P473,6196909.21987315,6197509.938689218,473
P474,6233060.398734177,6233662.398734177,474
P475,6269573.2105263155,6270176.494736842,475
P476,6306522.19117647,6307126.762605042,476
P477,6343642.178197065,6344248.033542977,478
P478,6380611.673640167,6381218.815899582,478
P479,6418062.359081419,6418670.78914405,479
P480,6455814.954166667,6456424.670833333,482
P481,6492933.688149688,6493544.69022869,481
P482,6530607.037344398,6531219.321576764,482
P483,6568455.925465838,6569069.49068323,483
P484,6606486.5805785125,6607101.423553719,484
P485,6645043.762886598,6645659.886597938,485
P486,6683772.452674897,6684389.858024691,486
P487,6722776.5195071865,6723395.205338809,487
P488,6762325.37090164,6762945.334016394,489
P489,6801532.627811861,6802153.865030675,489
P490,6841218.712244898,6841841.2224489795,491
P491,6880827.908350306,6881451.688391039,492
P492,6920178.955284553,6920804.008130081,492
P493,6960033.436105477,6960659.764705882,493
P494,7000211.002024291,7000838.605263158,494
P495,7040486.509090909,7041115.3838383835,495
P496,7081396.491935484,7082026.639112903,498
P497,7121643.573440644,7122274.991951711,497
P498,7162188.504016064,7162821.190763053,498
P499,7203144.478957916,7203778.434869739,499
P500,7244316.578,7244951.804,502
P501,7285115.385229541,7285751.884231537,501
P502,7326357.964143426,7326995.737051792,503
P503,7367251.425447316,7367890.473161033,503
P504,7408509.325396826,7409149.646825396,504
P505,7450361.617821782,7451003.215841584,507
P506,7491530.454545454,7492173.328063241,506
P507,7532918.9408284025,7533563.090729783,507
P508,7574741.330708661,7575386.757874016,509
P509,7616539.726915521,7617186.432220039,510
P510,7658223.152941177,7658871.135294118,510
P511,7700119.26223092,7700768.520547945,511
P512,7742393.7265625,7743044.263671875,512
P513,7784907.994152047,7785559.807017544,513
P514,7827846.017509728,7828499.10311284,514
P515,7871181.642718446,7871836.001941748,515
P516,7914698.618217054,7915354.2480620155,516
P517,7958544.907156673,7959201.804642166,517
P518,8002919.003861004,8003577.171814672,519
P519,8046990.849710982,8047650.285163777,519
P520,8091489.223076923,8092149.926923077,520
P521,8136396.245681382,8137058.216890595,523
P522,8180663.804597701,8181327.040229885,522
P523,8225426.445506692,8226090.948374761,523
P524,8270464.137404581,8271129.910305344,525
P525,8315297.35047619,8315964.396190477,525
P526,8360693.165399239,8361361.484790875,528
P527,8405404.286527514,8406073.880455408,527
P528,8450632.611742424,8451303.477272727,528
P529,8496270.151228733,8496942.291115312,529
P530,8541924.558490567,8542597.973584905,530
P531,8588122.404896421,8588797.096045198,531
P532,8634735.881578946,8635411.845864661,533
P533,8681130.42401501,8681807.664165104,533
P534,8727896.541198501,8728575.058052434,534
P535,8774975.327102805,8775655.11775701,535
P536,8822482.212686567,8823163.279850746,536
P537,8870405.294227188,8871087.635009311,537
P538,8918459.773234202,8919143.388475837,538
P539,8966991.608534323,8967676.497217068,539
P540,9016042.101851853,9016728.266666668,540
P541,9065040.16081331,9065727.60443623,541
P542,9114517.39114391,9115206.110701106,542
P543,9164624.189686924,9165314.186003683,544
P544,9214321.634191176,9215012.90625,544
P545,9264512.11559633,9265204.660550458,545
P546,9315195.945054945,9315889.76007326,549
P547,9364772.597806215,9365467.685557587,547
P548,9414894.080291972,9415590.443430657,549
P549,9464729.220400728,9465426.857923497,549
P550,9514904.776363635,9515603.690909091,550
P551,9565642.235934664,9566342.426497277,551
P552,9616465.445652174,9617166.911231885,553
P553,9667370.730560578,9668073.46835443,553
P554,9718716.851985559,9719420.864620939,556
P555,9769445.372972973,9770150.659459459,555
P556,9820627.07733813,9821333.64028777,557
P557,9871726.441651706,9872434.280071814,557
P558,9923027.985663082,9923737.102150537,558
P559,9974763.989266548,9975474.381037567,559
P560,10026972.846428571,10027684.51607143,562
P561,10078589.43315508,10079302.377896613,561
P562,10130677.66014235,10131391.8772242,563
P563,10182517.401420958,10183232.889875665,563
P564,10234680.897163121,10235397.65425532,564
P565,10287545.0,10288263.024778761,565
P566,10340453.310954064,10341172.602473497,567
P567,10393273.724867726,10393994.28218695,568
P568,10446281.09859155,10447002.920774648,569
P569,10498914.565905096,10499637.65202109,569
P570,10551922.838596491,10552647.185964912,571
P571,10604958.917688265,10605684.523642732,571
P572,10658283.807692308,10659010.674825175,572
P573,10712148.115183245,10712876.244328098,576
P574,10764841.968641115,10765571.360627178,574
P575,10818123.648695651,10818854.304347826,575
P576,10871443.0625,10872174.979166666,576
P577,10925277.256499134,10926010.436741767,577
P578,10979636.205882354,10980370.650519032,579
P579,11033693.246977547,11034428.958549222,579
P580,11088340.610344827,11089077.587931035,581
P581,11142701.509466438,11143439.755593805,581
P582,11197493.417525774,11198232.93298969,582
P583,11252727.492281303,11253468.27787307,583
P584,11308153.62328767,11308895.678082192,584
P585,11364072.967521368,11364816.294017093,585
P586,11420608.189419795,11421352.788395904,587
P587,11476615.749574106,11477361.62350937,587
P588,11533208.965986395,11533956.112244898,588
P589,11590401.191850593,11591149.612903226,590
P590,11647177.394915255,11647927.089830508,590
P591,11704598.094754653,11705349.062605754,591
P592,11762342.309121622,11763094.547297297,593
P593,11819799.465430018,11820552.97133221,593
P594,11877841.050505051,11878595.824915824,594
P595,11936115.361344539,11936871.403361345,595
P596,11994761.015100671,11995518.327181209,597
P597,12053614.083752094,12054372.666666666,599
P598,12111527.844481606,12112287.698996656,598
P599,12169975.510851419,12170736.63439065,601
P600,12227928.208333334,12228690.601666667,600
P601,12286173.11314476,12286936.775374375,602
P602,12344212.212624585,12344977.142857144,602
P603,12402759.51575456,12403525.71641791,603
P604,12461591.312913908,12462358.783112584,605
P605,12520275.778512396,12521044.520661157,605
P606,12579469.801980197,12580239.816831684,606
P607,12638974.668863261,12639745.9538715,607
P608,12698947.638157895,12699720.190789474,608
P609,12759294.448275862,12760068.269293925,609
P610,12819985.61147541,12820760.7,610
P611,12881110.842880523,12881887.199672667,611
P612,12942610.625816993,12943388.253267974,614
P613,13003429.926590538,13004208.823817292,613
P614,13065034.283387622,13065814.451140065,614
P615,13126729.128455285,13127510.564227642,615
P616,13188782.24512987,13189564.94642857,616
P617,13251672.414910858,13252456.380875202,619
P618,13313495.493527507,13314280.721682848,618
P619,13376019.817447497,13376806.306946687,621
P620,13437990.5,13438778.253225807,622
P621,13499128.631239936,13499917.650563607,621
P622,13560942.926045015,13561733.21221865,622
P623,13623091.45104334,13623883.006420545,624
P624,13684877.607371794,13685670.434294872,624
P625,13747411.5872,13748205.688,626
P626,13809729.50798722,13810524.884984026,628
P627,13871343.07017544,13872139.724082934,627
P628,13933551.447452229,13934349.378980892,628
P629,13995939.578696344,13996738.78537361,630
P630,14058292.580952382,14059093.061904762,631
P631,14120794.779714739,14121596.537242472,633
