process_name,avg_wait_time,avg_turnaround_time,context_switches
P248,23593.733870967742,26268.657258064515,249
P249,23676.518072289156,26350.20080321285,250
P250,23762.996,26435.432,251
P251,23845.928286852588,26517.123505976095,252
P252,23933.20238095238,26603.15873015873,253
P253,24017.332015810276,26686.043478260868,254
P254,24107.094488188977,26774.562992125986,255
P255,24192.62745098039,26858.858823529412,256
P256,24285.640625,26950.6328125,257
P257,24373.260700389106,27037.019455252917,258
P258,24462.86046511628,27125.37984496124,259
P259,24549.370656370655,27210.65250965251,260
P260,24640.23846153846,27300.276923076923,261
P261,24731.6091954023,27390.402298850575,262
P262,24822.206106870228,27479.748091603054,263
P263,24912.627376425855,27568.916349809886,264
P264,25007.76893939394,27662.80681818182,265
P265,25098.77358490566,27752.56603773585,266
P266,25192.875939849626,27845.417293233084,267
P267,25285.647940074905,27936.94382022472,268
P268,25378.402985074626,28028.45895522388,269
P269,25474.375464684013,28123.185873605948,270
P270,25571.05185185185,28218.62222222222,271
P271,25663.91512915129,28310.239852398525,272
P272,25761.246323529413,28406.323529411766,273
P273,25856.483516483517,28500.311355311354,274
P274,25954.080291970804,28596.660583941604,275
P275,26050.534545454546,28691.86909090909,276
P276,26151.9384057971,28792.032608695652,277
P277,26247.350180505415,28886.19855595668,278
P278,26345.55035971223,28983.158273381294,279
P279,26447.630824372758,29084.0,280
P280,26546.14285714286,29181.275,281
P281,26647.864768683274,29281.754448398577,282
P282,26745.95390070922,29378.59574468085,283
P283,26848.056537102475,29479.45229681979,284
P284,26951.323943661973,29581.478873239437,285
P285,27053.884210526317,29682.80350877193,286
P286,27156.125874125875,29783.81118881119,287
P287,27257.975609756097,29884.43205574913,288
P288,27360.76388888889,29985.98611111111,289
P289,27462.550173010382,30086.539792387543,290
P290,27568.73103448276,30191.48275862069,291
P291,27671.17525773196,30292.694158075603,292
P292,27777.98287671233,30398.270547945205,293
P293,27882.440273037544,30501.501706484643,294
P294,27988.54761904762,30606.384353741498,295
P295,28093.13898305085,30709.75254237288,296
P296,28198.75337837838,30814.141891891893,297
P297,28305.451178451178,30919.61952861953,298
P298,28415.74832214765,31028.701342281878,299
P299,28522.765886287627,31134.501672240804,300
P300,28629.86,31240.376666666667,301
P301,28741.451827242527,31350.750830564783,302
P302,28850.264900662252,31458.350993377484,303
P303,28960.052805280528,31566.92409240924,304
P304,29070.042763157893,31675.69407894737,305
P305,29182.27213114754,31786.70163934426,306
P306,29292.46405228758,31895.666666666668,307
P307,29405.25407166124,32007.224755700325,308
P308,29519.22077922078,32119.95779220779,309
P309,29631.155339805824,32230.653721682847,310
P310,29745.951612903227,32344.209677419356,311
P311,29858.292604501607,32455.31189710611,312
P312,29974.666666666668,32570.451923076922,313
P313,30088.840255591054,32683.396166134185,314
P314,30204.51592356688,32797.83757961784,315
P315,30319.663492063493,32911.74603174603,316
P316,30436.025316455696,33026.86708860759,317
P317,30549.943217665616,33139.53943217666,318
P318,30666.98113207547,33255.336477987425,319
P319,30785.76175548589,33372.87147335423,320
P320,30902.109375,33487.975,321
P321,31020.295950155763,33604.92211838006,322
P322,31139.552795031057,33722.94099378882,323
P323,31257.780185758515,33839.92569659443,324
P324,31377.012345679013,33957.916666666664,325
P325,31497.292307692307,34076.95692307693,326
P326,31617.4018404908,34195.82822085889,327
P327,31739.406727828748,34316.59633027523,328
P328,31861.661585365855,34437.61280487805,329
P329,31981.379939209728,34556.09422492401,330
P330,32106.142424242425,34679.624242424245,331
P331,32228.534743202417,34800.779456193355,332
P332,32351.756024096387,34922.76204819277,333
P333,32480.981981981982,35050.75375375376,334
P334,32604.709580838324,35173.24251497006,335
P335,32730.376119402987,35297.67462686567,336
P336,32857.958333333336,35424.017857142855,337
P337,32983.80118694362,35548.62314540059,338
P338,33110.79881656805,35674.38165680473,339
P339,33240.87020648968,35803.21238938053,340
P340,33369.60882352941,35930.708823529414,341
P341,33498.49560117302,36058.35190615836,342
P342,33629.76315789474,36188.37719298246,343
P343,33759.05539358601,36316.42274052478,344
P344,33887.020348837206,36443.142441860466,345
P345,34021.576811594205,36576.44927536232,346
P346,34153.62716763006,36707.2485549133,347
P347,34282.662824207495,36835.03458213257,348
P348,34417.04022988506,36968.166666666664,349
P349,34550.02865329513,37099.914040114614,350
P350,34682.38,37231.02857142857,351
P351,34818.94301994302,37366.35327635328,352
P352,34953.47727272727,37499.650568181816,353
P353,35083.657223796035,37628.597733711045,354
P354,35222.07627118644,37765.78531073446,355
P355,35358.608450704225,37901.08732394366,356
P356,35492.54213483146,38033.7893258427,357
P357,35630.77871148459,38170.795518207284,358
P358,35768.43854748603,38307.22905027933,359
P359,35902.114206128135,38439.67688022284,360
P360,36042.6,38578.930555555555,361
P361,36179.019390581714,38714.12188365651,362
P362,36316.469613259665,38850.34806629834,363
P363,36457.49311294766,38990.14600550964,364
P364,36595.83241758242,39127.255494505494,365
P365,36736.70410958904,39266.89863013699,366
P366,36879.01366120219,39407.98087431694,367
P367,37018.91280653951,39546.6485013624,368
P368,37159.70652173913,39686.20923913043,369
