no_of_processes,err_avg_wait_time,err_avg_turnaround_time,err_context_switches,dqrr_avg_wait_time,dqrr_avg_turnaround_time,dqrr_context_switches
34,4221.294117647059,4591.441176470588,50,9709.970588235294,10080.117647058823,77
35,4311.457142857143,4680.714285714285,50,9932.314285714287,10301.57142857143,78
36,4400.444444444444,4768.75,50,10241.777777777777,10610.083333333334,81
37,4490.972972972973,4858.351351351352,52,10470.054054054053,10837.432432432432,83
38,4578.289473684211,4944.684210526316,52,10777.026315789473,11143.421052631578,88
39,4663.948717948718,5029.333333333333,52,10999.307692307691,11364.692307692309,90
40,4750.125,5114.45,52,11286.375,11650.7,94
41,4837.634146341464,5200.90243902439,52,11472.048780487805,11835.317073170732,92
42,4926.333333333333,5288.571428571428,53,11763.07142857143,12125.309523809523,95
43,5016.395348837209,5377.627906976744,56,11966.651162790698,12327.883720930233,97
44,5106.431818181818,5466.659090909091,57,12259.181818181818,12619.40909090909,99
45,5188.111111111111,5547.311111111111,59,12471.555555555555,12830.755555555555,101
46,5261.434782608696,5619.608695652174,59,12755.95652173913,13114.130434782608,105
47,5334.489361702128,5691.63829787234,59,12965.574468085106,13322.72340425532,106
48,5409.270833333333,5765.375,61,13257.708333333334,13613.8125,112
49,5483.775510204082,5838.836734693878,61,13463.326530612245,13818.387755102041,114
50,5558.54,5912.56,62,13739.62,14093.64,116
51,5629.490196078431,5982.450980392156,62,13941.450980392157,14294.411764705883,118
52,5704.365384615385,6056.288461538462,64,14202.576923076924,14554.5,122
53,5777.830188679245,6128.7169811320755,64,14387.471698113208,14738.358490566037,123
54,5853.185185185185,6203.037037037037,66,14657.351851851852,15007.203703703704,126
55,5930.0,6278.836363636364,66,14855.49090909091,15204.327272727272,128
56,6007.839285714285,6355.678571428572,66,15109.660714285714,15457.5,130
57,6090.1578947368425,6437.017543859649,67,15278.894736842105,15625.754385964912,129
58,6171.120689655172,6517.0,68,15543.310344827587,15889.189655172413,133
59,6249.406779661017,6594.271186440678,70,15735.525423728814,16080.389830508475,134
60,6328.716666666666,6672.533333333334,70,15976.583333333334,16320.4,137
61,6407.770491803279,6750.55737704918,70,16146.180327868853,16488.967213114753,139
62,6489.467741935484,6831.193548387097,70,16397.6935483871,16739.41935483871,141
63,6570.460317460317,6911.0952380952385,70,16559.634920634922,16900.26984126984,143
64,6656.140625,6995.703125,70,16789.203125,17128.765625,147
65,6745.184615384615,7083.692307692308,73,16949.33846153846,17287.846153846152,148
66,6833.954545454545,7171.424242424242,75,17193.969696969696,17531.439393939392,151
67,6920.179104477612,7256.611940298508,77,17371.880597014926,17708.31343283582,153
68,7009.323529411765,7344.705882352941,76,17614.102941176472,17949.485294117647,155
69,7100.173913043478,7434.478260869565,79,17786.231884057972,18120.536231884056,157
70,7189.771428571428,7523.0,78,17999.22857142857,18332.457142857143,161
71,7284.12676056338,7616.267605633803,81,18124.309859154928,18456.450704225354,162
72,7378.375,7709.444444444444,81,18356.527777777777,18687.597222222223,165
73,7453.506849315068,7783.479452054795,79,18520.575342465752,18850.54794520548,167
74,7536.756756756757,7865.648648648648,82,18723.513513513513,19052.405405405407,169
75,7618.1466666666665,7945.946666666667,83,18838.92,19166.72,171
76,7700.0526315789475,8026.776315789473,84,19038.973684210527,19365.697368421053,175
77,7790.077922077922,8115.701298701299,86,19172.090909090908,19497.714285714286,176
