no_of_processes,err_avg_wait_time,err_avg_turnaround_time,err_context_switches,dqrr_avg_wait_time,dqrr_avg_turnaround_time,dqrr_context_switches
78,128.46153846153845,177.65384615384616,79,2242.4871794871797,2291.6794871794873,191
79,128.1772151898734,176.8227848101266,81,2232.5569620253164,2281.2025316455697,192
80,130.55,179.6875,84,2284.55,2333.6875,195
81,130.34567901234567,178.90123456790124,90,2270.2345679012346,2318.7901234567903,197
82,129.8048780487805,177.85365853658536,91,2275.3536585365855,2323.4024390243903,197
83,128.63855421686748,176.84337349397592,82,2309.0963855421687,2357.3012048192772,201
84,128.70238095238096,176.89285714285714,86,2356.8690476190477,2405.059523809524,205
85,128.65882352941176,177.16470588235293,88,2396.4823529411765,2444.9882352941177,206
86,128.1860465116279,176.59302325581396,87,2428.6511627906975,2477.0581395348836,209
87,128.5287356321839,177.51724137931035,89,2476.0919540229884,2525.080459770115,211
88,128.9090909090909,177.875,91,2586.75,2635.715909090909,223
89,128.5505617977528,177.01123595505618,90,2511.494382022472,2559.955056179775,215
90,127.87777777777778,175.96666666666667,90,2517.911111111111,2566.0,219
91,127.63736263736264,175.67032967032966,92,2555.802197802198,2603.835164835165,220
92,129.1086956521739,177.65217391304347,96,2677.304347826087,2725.8478260869565,233
93,129.1505376344086,177.4516129032258,95,2612.1827956989246,2660.483870967742,225
94,129.8404255319149,178.20212765957447,97,2729.8297872340427,2778.191489361702,237
95,130.98947368421054,179.62105263157895,98,2769.926315789474,2818.557894736842,227
96,133.41666666666666,182.47916666666666,100,2813.59375,2862.65625,230
97,134.03092783505156,182.97938144329896,98,2847.4845360824743,2896.4329896907216,234
98,135.20408163265307,183.96938775510205,101,2865.326530612245,2914.091836734694,235
99,136.84848484848484,185.7979797979798,103,2915.4545454545455,2964.40404040404,242
100,138.5,187.65,103,2945.33,2994.48,241
