no_of_processes,err_avg_wait_time,err_avg_turnaround_time,err_context_switches,dqrr_avg_wait_time,dqrr_avg_turnaround_time,dqrr_context_switches
85,1447.3882352941177,1564.5294117647059,98,6056.917647058824,6174.058823529412,235
86,1478.860465116279,1597.2558139534883,97,6158.941860465116,6277.337209302325,233
87,1509.4367816091954,1629.0804597701149,100,6315.448275862069,6435.091954022989,236
88,1546.284090909091,1667.1818181818182,100,6442.613636363636,6563.511363636364,238
89,1582.1460674157304,1704.2808988764045,101,6602.29213483146,6724.426966292135,240
90,1613.8555555555556,1737.2333333333333,101,6752.7444444444445,6876.122222222222,242
91,1648.4395604395604,1773.0549450549452,102,6962.714285714285,7087.32967032967,249
92,1680.9130434782608,1806.7717391304348,104,7116.358695652174,7242.217391304348,250
93,1712.763440860215,1839.8817204301076,104,7308.580645161291,7435.698924731183,256
94,1745.6063829787233,1873.9787234042553,106,7445.851063829788,7574.223404255319,258
95,1783.0842105263157,1912.7052631578947,107,7574.736842105263,7704.357894736842,257
96,1818.75,1949.6041666666667,107,7686.208333333333,7817.0625,256
97,1857.2577319587629,1989.340206185567,108,7861.59793814433,7993.680412371134,260
98,1893.3265306122448,2026.6224489795918,109,8000.785714285715,8134.081632653061,261
99,1937.6868686868686,2072.191919191919,110,8179.50505050505,8314.0101010101,264
100,1992.69,2128.4,114,8321.17,8456.88,266
