no_of_processes,err_avg_wait_time,err_avg_turnaround_time,err_context_switches,dqrr_avg_wait_time,dqrr_avg_turnaround_time,dqrr_context_switches
86,4844.6511627906975,5142.209302325581,95,18915.627906976744,19213.18604651163,196
87,4860.0114942528735,5156.402298850575,95,19093.011494252874,19389.402298850575,198
88,4875.602272727273,5170.829545454545,96,19213.272727272728,19508.5,200
89,4890.033707865168,5184.101123595506,97,19414.20224719101,19708.26966292135,207
90,4904.188888888889,5197.077777777778,102,19529.455555555556,19822.344444444443,208
91,4909.791208791209,5201.516483516483,99,19698.43956043956,19990.164835164836,211
92,4911.032608695652,5201.608695652174,100,19786.42391304348,20077.0,213
93,4913.978494623656,5203.419354838709,103,19954.924731182797,20244.36559139785,215
94,4909.86170212766,5198.159574468085,103,20039.382978723403,20327.68085106383,217
95,4906.357894736842,5193.526315789473,102,20202.884210526317,20490.052631578947,221
96,4904.322916666667,5190.34375,105,20310.708333333332,20596.729166666668,222
97,4902.350515463918,5187.237113402062,104,20496.01030927835,20780.896907216495,228
98,4903.091836734694,5186.857142857143,106,20549.551020408162,20833.316326530614,227
99,4903.848484848485,5186.484848484848,107,20730.363636363636,21013.0,232
100,4906.0,5187.51,107,20779.06,21060.57,231
