no_of_processes,err_avg_wait_time,err_avg_turnaround_time,err_context_switches,dqrr_avg_wait_time,dqrr_avg_turnaround_time,dqrr_context_switches
84,3368.4285714285716,3475.4523809523807,91,6128.821428571428,6235.8452380952385,193
85,3452.2823529411767,3560.458823529412,94,6296.035294117647,6404.211764705882,198
86,3535.5348837209303,3644.8488372093025,93,6472.593023255814,6581.906976744186,203
87,3623.2183908045977,3733.67816091954,95,6577.758620689655,6688.218390804598,202
88,3714.534090909091,3826.1363636363635,96,6759.272727272727,6870.875,209
89,3804.0898876404494,3916.8314606741574,97,6842.4157303370785,6955.157303370786,204
90,3893.5222222222224,4007.4222222222224,98,7055.044444444445,7168.944444444444,210
91,3983.4175824175823,4098.461538461538,100,7213.197802197802,7328.241758241758,212
92,4077.1521739130435,4193.347826086957,100,7380.684782608696,7496.880434782609,214
93,4172.440860215053,4289.795698924731,102,7513.182795698925,7630.537634408603,216
94,4264.734042553191,4383.234042553191,102,7734.882978723404,7853.382978723404,223
95,4364.357894736842,4484.0,104,7917.147368421052,8036.789473684211,228
96,4467.729166666667,4588.53125,104,8092.052083333333,8212.854166666666,231
97,4568.20618556701,4690.154639175258,106,8209.113402061856,8331.061855670103,229
98,4672.877551020408,4795.989795918367,106,8407.826530612245,8530.938775510203,235
99,4780.969696969697,4905.262626262626,110,8594.060606060606,8718.353535353535,240
100,4883.1,5008.56,108,8768.74,8894.2,248
